links:	1303		
periods:	1		
periodlength:	28800		
{	10001001	120	}
{	10011002	120	}
{	10021003	120	}
{	10031004	120	}
{	10041005	120	}
{	10051006	120	}
{	10061007	120	}
{	10071008	120	}
{	10081009	120	}
{	10091010	120	}
{	10101011	120	}
{	10111012	120	}
{	10121013	120	}
{	10131014	120	}
{	10141015	120	}
{	10151016	120	}
{	10161017	120	}
{	10171018	120	}
{	10181019	120	}
{	10191020	120	}
{	10201021	120	}
{	10211022	120	}
{	10221023	120	}
{	10231024	120	}
{	10241025	120	}
{	10251026	120	}
{	10261027	120	}
{	10271028	120	}
{	10281029	120	}
{	10291030	120	}
{	10301031	120	}
{	10311032	120	}
{	10321033	120	}
{	10331034	120	}
{	10341035	120	}
{	10351036	120	}
{	10361037	120	}
{	10371038	120	}
{	10381039	120	}
{	10391040	120	}
{	10401041	120	}
{	10411042	120	}
{	10421043	120	}
{	10431044	120	}
{	10441045	120	}
{	10451046	120	}
{	10461047	120	}
{	10471048	120	}
{	10481049	120	}
{	10491050	120	}
{	10501051	120	}
{	10511052	120	}
{	10521053	120	}
{	10541052	120	}
{	10521051	120	}
{	10511050	120	}
{	10501049	120	}
{	10491048	120	}
{	10481047	120	}
{	10471046	120	}
{	10461045	120	}
{	10451044	120	}
{	10441043	120	}
{	10431042	120	}
{	10421041	120	}
{	10411040	120	}
{	10401039	120	}
{	10391038	120	}
{	10381037	120	}
{	10371036	120	}
{	10361035	120	}
{	10351034	120	}
{	10341033	120	}
{	10331032	120	}
{	10321031	120	}
{	10311030	120	}
{	10301029	120	}
{	10291028	120	}
{	10281027	120	}
{	10271026	120	}
{	10261025	120	}
{	10251023	120	}
{	10231055	120	}
{	10551022	120	}
{	10221020	120	}
{	10201019	120	}
{	10191018	120	}
{	10181017	120	}
{	10171016	120	}
{	10161015	120	}
{	10151014	120	}
{	10141013	120	}
{	10131012	120	}
{	10121011	120	}
{	10111010	120	}
{	10101009	120	}
{	10091008	120	}
{	10081007	120	}
{	10071006	120	}
{	10061005	120	}
{	10051004	120	}
{	10041003	120	}
{	10031002	120	}
{	10021001	120	}
{	10011056	120	}
{	10284100	120	}
{	41011028	120	}
{	20002001	120	}
{	20012002	120	}
{	20022003	120	}
{	20032004	120	}
{	20042005	120	}
{	20052006	120	}
{	20062007	120	}
{	20072008	120	}
{	20082009	120	}
{	20092010	120	}
{	20102011	120	}
{	20112012	120	}
{	20122013	120	}
{	20132014	120	}
{	20142015	120	}
{	20152016	120	}
{	20162017	120	}
{	20172018	120	}
{	20182019	120	}
{	20192020	120	}
{	20202021	120	}
{	20212022	120	}
{	20222023	120	}
{	20232024	120	}
{	20242025	120	}
{	20252026	120	}
{	20262027	120	}
{	20272028	120	}
{	20282029	120	}
{	20292030	120	}
{	20302031	120	}
{	20312032	120	}
{	20322033	120	}
{	20332034	120	}
{	20342035	120	}
{	20362034	120	}
{	20342033	120	}
{	20332032	120	}
{	20322031	120	}
{	20312030	120	}
{	20302029	120	}
{	20292028	120	}
{	20282027	120	}
{	20272026	120	}
{	20262025	120	}
{	20252024	120	}
{	20242023	120	}
{	20232022	120	}
{	20222037	120	}
{	20372020	120	}
{	20202019	120	}
{	20192018	120	}
{	20182017	120	}
{	20172016	120	}
{	20162015	120	}
{	20152014	120	}
{	20142013	120	}
{	20132012	120	}
{	20122011	120	}
{	20112010	120	}
{	20102009	120	}
{	20092008	120	}
{	20082007	120	}
{	20072006	120	}
{	20062005	120	}
{	20052004	120	}
{	20042003	120	}
{	20032002	120	}
{	20022001	120	}
{	20012038	120	}
{	20254200	120	}
{	42004201	120	}
{	42024200	120	}
{	42002025	120	}
{	30003001	120	}
{	30013002	120	}
{	30023003	120	}
{	30033004	120	}
{	30043005	120	}
{	30053006	120	}
{	30063007	120	}
{	30073008	120	}
{	30083009	120	}
{	30093010	120	}
{	30103011	120	}
{	30113012	120	}
{	30123013	120	}
{	30133014	120	}
{	30143015	120	}
{	30153016	120	}
{	30162015	120	}
{	20203017	120	}
{	30172022	120	}
{	20233018	120	}
{	30183019	120	}
{	30193020	120	}
{	30203021	120	}
{	30213022	120	}
{	30223023	120	}
{	30233024	120	}
{	30243025	120	}
{	30253026	120	}
{	30263027	120	}
{	30273028	120	}
{	30283029	120	}
{	30293030	120	}
{	30303031	120	}
{	30313032	120	}
{	30323033	120	}
{	30333034	120	}
{	30343035	120	}
{	30353036	120	}
{	30363037	120	}
{	30373038	120	}
{	30393037	120	}
{	30373036	120	}
{	30363035	120	}
{	30353034	120	}
{	30343033	120	}
{	30333032	120	}
{	30323031	120	}
{	30313030	120	}
{	30303029	120	}
{	30293028	120	}
{	30283027	120	}
{	30273026	120	}
{	30263025	120	}
{	30253024	120	}
{	30243023	120	}
{	30233022	120	}
{	30223021	120	}
{	30213020	120	}
{	30203019	120	}
{	30193018	120	}
{	30182023	120	}
{	20223040	120	}
{	30402020	120	}
{	20153016	120	}
{	30163015	120	}
{	30153014	120	}
{	30143013	120	}
{	30133012	120	}
{	30123011	120	}
{	30113010	120	}
{	30103009	120	}
{	30093008	120	}
{	30083007	120	}
{	30073006	120	}
{	30063005	120	}
{	30053004	120	}
{	30043003	120	}
{	30033002	120	}
{	30023001	120	}
{	30013041	120	}
{	43003007	120	}
{	20214301	120	}
{	43022037	120	}
{	30074303	120	}
{	40004001	120	}
{	40014002	120	}
{	40024003	120	}
{	40034004	120	}
{	40044005	120	}
{	40054006	120	}
{	40064007	120	}
{	40074008	120	}
{	40084009	120	}
{	40094010	120	}
{	40102013	120	}
{	30284011	120	}
{	40114012	120	}
{	40124013	120	}
{	40134014	120	}
{	40154013	120	}
{	40134012	120	}
{	40124011	120	}
{	40113028	120	}
{	20134010	120	}
{	40104009	120	}
{	40094008	120	}
{	40084007	120	}
{	40074006	120	}
{	40064005	120	}
{	40054004	120	}
{	40044003	120	}
{	40034002	120	}
{	40024001	120	}
{	40014016	120	}
{	44002014	120	}
{	20144401	120	}
{	60004007	120	}
{	40106001	120	}
{	60016002	120	}
{	60026003	120	}
{	60036004	120	}
{	60046005	120	}
{	60056006	120	}
{	60062017	120	}
{	20246007	120	}
{	60076008	120	}
{	60086009	120	}
{	60096010	120	}
{	60106011	120	}
{	60116012	120	}
{	60126013	120	}
{	60136014	120	}
{	60142032	120	}
{	20336015	120	}
{	60156016	120	}
{	60166017	120	}
{	60176018	120	}
{	60196017	120	}
{	60176016	120	}
{	60166015	120	}
{	60152033	120	}
{	20326014	120	}
{	60146013	120	}
{	60136012	120	}
{	60126011	120	}
{	60116010	120	}
{	60106009	120	}
{	60096008	120	}
{	60086007	120	}
{	60072024	120	}
{	20176006	120	}
{	60066005	120	}
{	60056004	120	}
{	60046003	120	}
{	60036002	120	}
{	60026001	120	}
{	60014010	120	}
{	40076020	120	}
{	60124600	120	}
{	46004601	120	}
{	46024600	120	}
{	46006012	120	}
{	10039000	120	}
{	90009001	120	}
{	90019002	120	}
{	90029003	120	}
{	90039004	120	}
{	90049005	120	}
{	90059006	120	}
{	90069007	120	}
{	90079008	120	}
{	90089009	120	}
{	90099010	120	}
{	90109011	120	}
{	90119012	120	}
{	90129013	120	}
{	90139014	120	}
{	90141018	120	}
{	10239015	120	}
{	90151025	120	}
{	10269016	120	}
{	90169017	120	}
{	90179018	120	}
{	90189019	120	}
{	90199020	120	}
{	90209021	120	}
{	90219022	120	}
{	90229023	120	}
{	90239024	120	}
{	90249025	120	}
{	90259026	120	}
{	90269027	120	}
{	90279028	120	}
{	90289029	120	}
{	90309028	120	}
{	90289027	120	}
{	90279026	120	}
{	90269025	120	}
{	90259024	120	}
{	90249023	120	}
{	90239022	120	}
{	90229021	120	}
{	90219020	120	}
{	90209019	120	}
{	90199018	120	}
{	90189017	120	}
{	90179016	120	}
{	90161025	120	}
{	10239031	120	}
{	90311022	120	}
{	10189014	120	}
{	90149013	120	}
{	90139012	120	}
{	90129011	120	}
{	90119032	120	}
{	90329009	120	}
{	90099008	120	}
{	90089007	120	}
{	90079006	120	}
{	90069005	120	}
{	90059004	120	}
{	90049003	120	}
{	90039002	120	}
{	90029001	120	}
{	90019000	120	}
{	90001003	120	}
{	49009003	120	}
{	90034901	120	}
{	11001101	120	}
{	11011102	120	}
{	11021103	120	}
{	11031104	120	}
{	11041105	120	}
{	11051106	120	}
{	11061107	120	}
{	11071108	120	}
{	11081109	120	}
{	11091110	120	}
{	11101111	120	}
{	11112014	120	}
{	20146003	120	}
{	60041112	120	}
{	11129017	120	}
{	10551113	120	}
{	11131114	120	}
{	11151113	120	}
{	11131023	120	}
{	90171112	120	}
{	11126004	120	}
{	60032014	120	}
{	20141111	120	}
{	11111110	120	}
{	11101109	120	}
{	11091108	120	}
{	11081107	120	}
{	11071106	120	}
{	11061105	120	}
{	11051104	120	}
{	11041103	120	}
{	11031102	120	}
{	11021101	120	}
{	11011116	120	}
{	12001201	120	}
{	12011202	120	}
{	12021203	120	}
{	12031204	120	}
{	12041205	120	}
{	12053011	120	}
{	30121206	120	}
{	12061207	120	}
{	12071208	120	}
{	12082013	120	}
{	20136002	120	}
{	60022013	120	}
{	20131208	120	}
{	12081207	120	}
{	12071206	120	}
{	12063012	120	}
{	30111205	120	}
{	12051204	120	}
{	12041203	120	}
{	12031202	120	}
{	12021201	120	}
{	12011209	120	}
{	15001501	120	}
{	15019009	120	}
{	90081015	120	}
{	10221502	120	}
{	15021503	120	}
{	15031504	120	}
{	15041505	120	}
{	15051031	120	}
{	10341506	120	}
{	15061507	120	}
{	15071508	120	}
{	15081509	120	}
{	15091510	120	}
{	15101511	120	}
{	15111512	120	}
{	15121513	120	}
{	15131514	120	}
{	15141515	120	}
{	15161514	120	}
{	15141513	120	}
{	15131512	120	}
{	15121511	120	}
{	15111510	120	}
{	15101509	120	}
{	15091508	120	}
{	15081507	120	}
{	15071506	120	}
{	15061034	120	}
{	10311505	120	}
{	15051504	120	}
{	15041503	120	}
{	15031502	120	}
{	15021022	120	}
{	10159008	120	}
{	90091517	120	}
{	15171518	120	}
{	16001601	120	}
{	16011602	120	}
{	16021603	120	}
{	16031604	120	}
{	16041605	120	}
{	16051606	120	}
{	16061607	120	}
{	16073015	120	}
{	30151608	120	}
{	16081609	120	}
{	16091610	120	}
{	16101611	120	}
{	16111612	120	}
{	16121613	120	}
{	16131016	120	}
{	10301614	120	}
{	16141615	120	}
{	16151616	120	}
{	16161617	120	}
{	16171618	120	}
{	16181619	120	}
{	16191620	120	}
{	16201621	120	}
{	16211622	120	}
{	16229021	120	}
{	90241623	120	}
{	16231624	120	}
{	16241625	120	}
{	16251626	120	}
{	16261627	120	}
{	16271628	120	}
{	16281629	120	}
{	16301628	120	}
{	16281627	120	}
{	16271626	120	}
{	16261625	120	}
{	16251624	120	}
{	16241623	120	}
{	16239024	120	}
{	90211622	120	}
{	16221621	120	}
{	16211620	120	}
{	16201619	120	}
{	16191618	120	}
{	16181617	120	}
{	16171616	120	}
{	16161615	120	}
{	16151614	120	}
{	16141030	120	}
{	10161631	120	}
{	16311632	120	}
{	16321610	120	}
{	16101609	120	}
{	16091608	120	}
{	16083015	120	}
{	30151607	120	}
{	16071606	120	}
{	16061605	120	}
{	16051604	120	}
{	16041633	120	}
{	16331634	120	}
{	16341601	120	}
{	16011635	120	}
{	90105600	120	}
{	15001517	120	}
{	15179011	120	}
{	90111700	120	}
{	17001022	120	}
{	16141701	120	}
{	17011702	120	}
{	17021703	120	}
{	17031704	120	}
{	17041705	120	}
{	17051706	120	}
{	17061707	120	}
{	17071708	120	}
{	17081709	120	}
{	17091710	120	}
{	17101711	120	}
{	17111712	120	}
{	17121627	120	}
{	16271712	120	}
{	17121711	120	}
{	17111710	120	}
{	17101709	120	}
{	17091708	120	}
{	17081707	120	}
{	17071706	120	}
{	17061705	120	}
{	17051704	120	}
{	17041703	120	}
{	17031702	120	}
{	17021701	120	}
{	17011614	120	}
{	10221700	120	}
{	17009011	120	}
{	90111501	120	}
{	15011518	120	}
{	20331900	120	}
{	19001901	120	}
{	19011902	120	}
{	19021903	120	}
{	19031904	120	}
{	19041905	120	}
{	19051906	120	}
{	19061907	120	}
{	19071513	120	}
{	15101908	120	}
{	19081909	120	}
{	19091039	120	}
{	10421910	120	}
{	19101911	120	}
{	19121910	120	}
{	19101042	120	}
{	10391909	120	}
{	19091908	120	}
{	19081510	120	}
{	15131907	120	}
{	19071906	120	}
{	19061905	120	}
{	19051904	120	}
{	19041903	120	}
{	19031902	120	}
{	19021901	120	}
{	19011900	120	}
{	19002033	120	}
{	10071103	120	}
{	11031007	120	}
{	10091300	120	}
{	13001605	120	}
{	16051300	120	}
{	13001009	120	}
{	10199012	120	}
{	90121019	120	}
{	10211113	120	}
{	10281503	120	}
{	15031028	120	}
{	10321301	120	}
{	13011302	120	}
{	13031301	120	}
{	13011032	120	}
{	19101044	120	}
{	10441910	120	}
{	20014002	120	}
{	40022001	120	}
{	20209013	120	}
{	90132020	120	}
{	30363025	120	}
{	30253036	120	}
{	40059024	120	}
{	90244005	120	}
{	11051634	120	}
{	16341307	120	}
{	13071308	120	}
{	13081603	120	}
{	13071601	120	}
{	16021308	120	}
{	16121632	120	}
{	16321611	120	}
{	16112017	120	}
{	20171611	120	}
{	16221304	120	}
{	13041622	120	}
{	13041305	120	}
{	13061304	120	}
{	90161026	120	}
{	20212037	120	}
{	42002026	120	}
{	18001801	120	}
{	18011802	120	}
{	18021803	120	}
{	18031804	120	}
{	18041805	120	}
{	18051806	120	}
{	18061807	120	}
{	18071808	120	}
{	18081809	120	}
{	18091810	120	}
{	18101811	120	}
{	18111812	120	}
{	18121813	120	}
{	18131814	120	}
{	18141815	120	}
{	18151816	120	}
{	18161817	120	}
{	18171818	120	}
{	18181819	120	}
{	18191820	120	}
{	18201821	120	}
{	18211822	120	}
{	18221823	120	}
{	18231824	120	}
{	18241825	120	}
{	18251826	120	}
{	18261827	120	}
{	18271828	120	}
{	18281829	120	}
{	18291830	120	}
{	18301831	120	}
{	18311832	120	}
{	18331831	120	}
{	18311834	120	}
{	18341830	120	}
{	18301829	120	}
{	18291828	120	}
{	18281835	120	}
{	18351826	120	}
{	18261824	120	}
{	18251823	120	}
{	18231822	120	}
{	18221821	120	}
{	18211820	120	}
{	18201819	120	}
{	18191818	120	}
{	18181817	120	}
{	18171816	120	}
{	18161815	120	}
{	18151814	120	}
{	18141813	120	}
{	18131812	120	}
{	18121811	120	}
{	18111810	120	}
{	18101809	120	}
{	18091808	120	}
{	18081807	120	}
{	18071806	120	}
{	18061805	120	}
{	18051804	120	}
{	18041803	120	}
{	18031802	120	}
{	18021801	120	}
{	18011836	120	}
{	18241837	120	}
{	18381825	120	}
{	21002101	120	}
{	21012102	120	}
{	21022103	120	}
{	21032104	120	}
{	21042105	120	}
{	21052106	120	}
{	21062107	120	}
{	21072108	120	}
{	21082109	120	}
{	21092110	120	}
{	21102111	120	}
{	21112112	120	}
{	21122113	120	}
{	21132114	120	}
{	21142115	120	}
{	21152116	120	}
{	21162117	120	}
{	21172118	120	}
{	21182119	120	}
{	21192120	120	}
{	21202121	120	}
{	21212122	120	}
{	21222123	120	}
{	21232124	120	}
{	21242125	120	}
{	21252126	120	}
{	21262127	120	}
{	21272128	120	}
{	21282129	120	}
{	21292130	120	}
{	21302131	120	}
{	21312132	120	}
{	21322133	120	}
{	21332134	120	}
{	21342135	120	}
{	21352136	120	}
{	21362137	120	}
{	21372138	120	}
{	21392137	120	}
{	21372136	120	}
{	21362135	120	}
{	21352134	120	}
{	21342133	120	}
{	21332132	120	}
{	21322131	120	}
{	21312130	120	}
{	21302129	120	}
{	21292128	120	}
{	21282127	120	}
{	21272126	120	}
{	21262125	120	}
{	21252124	120	}
{	21242123	120	}
{	21232122	120	}
{	21222121	120	}
{	21212120	120	}
{	21202119	120	}
{	21192118	120	}
{	21182117	120	}
{	21172116	120	}
{	21162115	120	}
{	21152114	120	}
{	21142113	120	}
{	21132112	120	}
{	21122111	120	}
{	21112110	120	}
{	21102109	120	}
{	21092108	120	}
{	21082107	120	}
{	21072106	120	}
{	21062105	120	}
{	21052104	120	}
{	21042103	120	}
{	21032102	120	}
{	21022101	120	}
{	21012140	120	}
{	22002201	120	}
{	22012202	120	}
{	22022203	120	}
{	22032204	120	}
{	22042205	120	}
{	22052206	120	}
{	22062207	120	}
{	22072208	120	}
{	22082209	120	}
{	22092210	120	}
{	22102102	120	}
{	21022211	120	}
{	22112212	120	}
{	22122213	120	}
{	22132214	120	}
{	22142215	120	}
{	22152216	120	}
{	22162217	120	}
{	22172218	120	}
{	22182219	120	}
{	22192220	120	}
{	22202221	120	}
{	22212222	120	}
{	22222223	120	}
