turnings:	1583						
{	10297	4010	10297	40094010	40106001	20	}
{	10298	6001	10298	40106001	60016002	20	}
{	10299	6002	10299	60016002	60026003	20	}
{	10300	6003	10300	60026003	60036004	20	}
{	10301	6004	10301	60036004	60046005	20	}
{	10302	6005	10302	60046005	60056006	20	}
{	10303	6006	10303	60056006	60062017	20	}
{	10304	2017	10304	60062017	20172018	20	}
{	10305	2024	10305	20232024	20246007	20	}
{	10306	6007	10306	20246007	60076008	20	}
{	10307	6008	10307	60076008	60086009	20	}
{	10308	6009	10308	60086009	60096010	20	}
{	10309	6010	10309	60096010	60106011	20	}
{	10310	6011	10310	60106011	60116012	20	}
{	10311	6012	10311	60116012	60126013	20	}
{	10312	6013	10312	60126013	60136014	20	}
{	10313	6014	10313	60136014	60142032	20	}
{	10314	2032	10314	60142032	20322033	20	}
{	10315	2033	10315	20322033	20336015	20	}
{	10316	6015	10316	20336015	60156016	20	}
{	10317	6016	10317	60156016	60166017	20	}
{	10318	6017	10318	60166017	60176018	20	}
{	10319	6017	10319	60196017	60176016	20	}
{	10320	6016	10320	60176016	60166015	20	}
{	10321	6015	10321	60166015	60152033	20	}
{	10322	2033	10322	60152033	20332032	20	}
{	10323	2032	10323	20332032	20326014	20	}
{	10324	6014	10324	20326014	60146013	20	}
{	10325	6013	10325	60146013	60136012	20	}
{	10326	6012	10326	60136012	60126011	20	}
{	10327	6011	10327	60126011	60116010	20	}
{	10328	6010	10328	60116010	60106009	20	}
{	10329	6009	10329	60106009	60096008	20	}
{	10330	6008	10330	60096008	60086007	20	}
{	10331	6007	10331	60086007	60072024	20	}
{	10332	2024	10332	60072024	20242023	20	}
{	10333	2017	10333	20182017	20176006	20	}
{	10334	6006	10334	20176006	60066005	20	}
{	10335	6005	10335	60066005	60056004	20	}
{	10336	6004	10336	60056004	60046003	20	}
{	10337	6003	10337	60046003	60036002	20	}
{	10338	6002	10338	60036002	60026001	20	}
{	10339	6001	10339	60026001	60014010	20	}
{	10340	4010	10340	60014010	40104009	20	}
{	10341	4007	10341	40084007	40076020	20	}
{	10342	6012	10342	60116012	60124600	20	}
{	10343	4600	10343	60124600	46004601	20	}
{	10344	4600	10344	46024600	46006012	20	}
{	10345	6012	10345	46006012	60126011	20	}
{	10346	1003	10346	10021003	10039000	20	}
{	10347	9000	10347	10039000	90009001	20	}
{	10348	9001	10348	90009001	90019002	20	}
{	10349	9002	10349	90019002	90029003	20	}
{	10350	9003	10350	90029003	90039004	20	}
{	10351	9004	10351	90039004	90049005	20	}
{	10352	9005	10352	90049005	90059006	20	}
{	10353	9006	10353	90059006	90069007	20	}
{	10354	9007	10354	90069007	90079008	20	}
{	10355	9008	10355	90079008	90089009	20	}
{	10356	9009	10356	90089009	90099010	20	}
{	10357	9010	10357	90099010	90109011	20	}
{	10358	9011	10358	90109011	90119012	20	}
{	10359	9012	10359	90119012	90129013	20	}
{	10360	9013	10360	90129013	90139014	20	}
{	10361	9014	10361	90139014	90141018	20	}
{	10362	1018	10362	90141018	10181019	20	}
{	10363	1023	10363	10221023	10239015	20	}
{	10364	9015	10364	10239015	90151025	20	}
{	10365	1025	10365	90151025	10251026	20	}
{	10366	1026	10366	10251026	10269016	20	}
{	10367	9016	10367	10269016	90169017	20	}
{	10368	9017	10368	90169017	90179018	20	}
{	10369	9018	10369	90179018	90189019	20	}
{	10370	9019	10370	90189019	90199020	20	}
{	10371	9020	10371	90199020	90209021	20	}
{	10372	9021	10372	90209021	90219022	20	}
{	10373	9022	10373	90219022	90229023	20	}
{	10374	9023	10374	90229023	90239024	20	}
{	10375	9024	10375	90239024	90249025	20	}
{	10376	9025	10376	90249025	90259026	20	}
{	10377	9026	10377	90259026	90269027	20	}
{	10378	9027	10378	90269027	90279028	20	}
{	10379	9028	10379	90279028	90289029	20	}
{	10380	9028	10380	90309028	90289027	20	}
{	10381	9027	10381	90289027	90279026	20	}
{	10382	9026	10382	90279026	90269025	20	}
{	10383	9025	10383	90269025	90259024	20	}
{	10384	9024	10384	90259024	90249023	20	}
{	10385	9023	10385	90249023	90239022	20	}
{	10386	9022	10386	90239022	90229021	20	}
{	10387	9021	10387	90229021	90219020	20	}
{	10388	9020	10388	90219020	90209019	20	}
{	10389	9019	10389	90209019	90199018	20	}
{	10390	9018	10390	90199018	90189017	20	}
{	10391	9017	10391	90189017	90179016	20	}
{	10392	9016	10392	90179016	90161025	20	}
{	10393	1025	10393	90161025	10251023	20	}
{	10394	1023	10394	10251023	10239031	20	}
{	10395	9031	10395	10239031	90311022	20	}
{	10396	1022	10396	90311022	10221020	20	}
{	10397	1018	10397	10191018	10189014	20	}
{	10398	9014	10398	10189014	90149013	20	}
{	10399	9013	10399	90149013	90139012	20	}
{	10400	9012	10400	90139012	90129011	20	}
{	10401	9011	10401	90129011	90119032	20	}
{	10402	9032	10402	90119032	90329009	20	}
{	10403	9009	10403	90329009	90099008	20	}
{	10404	9008	10404	90099008	90089007	20	}
{	10405	9007	10405	90089007	90079006	20	}
{	10406	9006	10406	90079006	90069005	20	}
{	10407	9005	10407	90069005	90059004	20	}
{	10408	9004	10408	90059004	90049003	20	}
{	10409	9003	10409	90049003	90039002	20	}
{	10410	9002	10410	90039002	90029001	20	}
{	10411	9001	10411	90029001	90019000	20	}
{	10412	9000	10412	90019000	90001003	20	}
{	10413	1003	10413	90001003	10031002	20	}
{	10414	9003	10414	49009003	90039004	20	}
{	10415	9003	10415	90049003	90034901	20	}
{	10416	1101	10416	11001101	11011102	20	}
{	10417	1102	10417	11011102	11021103	20	}
{	10418	1103	10418	11021103	11031104	20	}
{	10419	1104	10419	11031104	11041105	20	}
{	10420	1105	10420	11041105	11051106	20	}
{	10421	1106	10421	11051106	11061107	20	}
{	10422	1107	10422	11061107	11071108	20	}
{	10423	1108	10423	11071108	11081109	20	}
{	10424	1109	10424	11081109	11091110	20	}
{	10425	1110	10425	11091110	11101111	20	}
{	10426	1111	10426	11101111	11112014	20	}
{	10427	2014	10427	11112014	20146003	20	}
{	10428	6003	10428	20146003	60036004	20	}
{	10429	6004	10429	60036004	60041112	20	}
{	10430	1112	10430	60041112	11129017	20	}
{	10431	9017	10431	11129017	90179016	20	}
{	10432	1055	10432	10231055	10551113	20	}
{	10433	1113	10433	10551113	11131114	20	}
{	10434	1113	10434	11151113	11131023	20	}
{	10435	1023	10435	11131023	10231024	20	}
{	10436	9017	10436	90169017	90171112	20	}
{	10437	1112	10437	90171112	11126004	20	}
{	10438	6004	10438	11126004	60046003	20	}
{	10439	6003	10439	60046003	60032014	20	}
{	10440	2014	10440	60032014	20141111	20	}
{	10441	1111	10441	20141111	11111110	20	}
{	10442	1110	10442	11111110	11101109	20	}
{	10443	1109	10443	11101109	11091108	20	}
{	10444	1108	10444	11091108	11081107	20	}
{	10445	1107	10445	11081107	11071106	20	}
