passenger_rates:	62770										
format:	3										
{	10011002	10481049	0.247018213	}							
{	10011002	10491048	0.198337357	}							
{	10011002	10491050	0.494671036	}							
{	10011002	10501051	0.382724359	}							
{	10011002	10511052	0.326029405	}							
{	10011002	10521053	0.316941002	}							
{	10011002	10551022	0.478054745	}							
{	10011002	15019009	0.252609408	}							
{	10011002	15021022	0.298217485	}							
{	10011002	15021503	0.306512575	}							
{	10011002	15041505	0.137850349	}							
{	10011002	15081509	0.261975549	}							
{	10011002	15091510	0.290179379	}							
{	10011002	15141513	0.594510062	}							
{	10011002	15171518	0.377780423	}							
{	10011002	16181619	0.378262204	}							
{	10011002	17041705	0.368716939	}							
{	10011002	17051706	0.877243477	}							
{	10011002	17061707	0.785018551	}							
{	10011002	17071708	0.386783831	}							
{	10011002	17081709	0.433710957	}							
{	10011002	17091710	0.396406691	}							
{	10011002	18241825	0.375101802	}							
{	10011002	19031902	0.327337318	}							
{	10011002	20162015	0.626527628	}							
{	10011002	20172016	0.323865863	}							
{	10011002	20212022	1.223657091	}							
{	10011002	20262027	0.623753834	}							
{	10011002	21272336	0.463454817	}							
{	10011002	23112310	0.603313777	}							
{	10011002	23152314	0.399949833	}							
{	10011002	23462347	0.21300955	}							
{	10011002	23492350	0.434451882	}							
{	10011002	24002343	0.275940899	}							
{	10011002	24052404	0.219483365	}							
{	10011002	24062405	0.248070593	}							
{	10011002	24112410	0.332853083	}							
{	10011002	26122613	0.399061314	}							
{	10011002	26142615	0.493882486	}							
{	10011002	26152616	0.255782033	}							
{	10011002	30172022	0.366166957	}							
{	10011002	30183019	0.26399846	}							
{	10011002	30193020	0.135637032	}							
{	10011002	30233024	0.493004238	}							
{	10011002	30253024	0.475549809	}							
{	10011002	30263027	0.563659331	}							
{	10011002	30273028	0.460238167	}							
{	10011002	40024001	0.290930553	}							
{	10011002	60022013	0.477509359	}							
{	10011002	60041112	0.509023035	}							
{	10011002	60046003	0.289091997	}							
{	10011002	90009001	0.347586398	}							
{	10011002	90019002	0.393480621	}							
{	10011002	90029003	0.259322492	}							
{	10011002	90039004	0.526986599	}							
{	10011002	90049005	0.378612192	}							
{	10011002	90059006	0.202244446	}							
{	10011002	90069007	0.289368704	}							
{	10011002	90079006	1.178448721	}							
{	10011002	90079008	0.770669748	}							
{	10011002	90089009	0.394593524	}							
{	10011002	90109011	0.418326278	}							
{	10011002	90141018	0.47252682	}							
{	10011002	90151025	0.283518789	}							
{	10011002	90199020	0.177576108	}							
{	10011002	90229023	0.861059495	}							
{	10011002	90279028	0.756868192	}							
{	10011002	90329009	0.488665173	}							
{	10011056	90079008	0.67697579	}							
{	10021001	10011056	0.411712705	}							
{	10021001	90029003	0.243752466	}							
{	10021001	90039004	0.243094956	}							
{	10021001	90049005	0.215007635	}							
{	10021003	10011002	0.48839749	}							
{	10021003	10011056	0.497468894	}							
{	10021003	10021001	0.519258922	}							
{	10021003	10041003	1.115895661	}							
{	10021003	10041005	0.354968649	}							
{	10021003	10051004	0.182898604	}							
{	10021003	10051006	0.402155916	}							
{	10021003	10061005	0.261823482	}							
{	10021003	10061007	0.382409351	}							
{	10021003	10071006	0.350275761	}							
{	10021003	10071008	0.252679094	}							
{	10021003	10081007	0.497314038	}							
{	10021003	10081009	0.371499689	}							
{	10021003	10091008	0.350310997	}							
{	10021003	10091010	0.259124172	}							
{	10021003	10101009	0.844388958	}							
{	10021003	10101011	0.532329452	}							
{	10021003	10111010	0.321507996	}							
{	10021003	10111012	0.098611625	}							
{	10021003	10121011	0.253922086	}							
{	10021003	10121013	0.829961963	}							
{	10021003	10131012	0.298839675	}							
{	10021003	10131014	0.378644731	}							
{	10021003	10141013	0.340506277	}							
{	10021003	10141015	0.296867982	}							
{	10021003	10151014	0.211958055	}							
{	10021003	10151016	0.420553833	}							
{	10021003	10171016	0.360827512	}							
{	10021003	10171018	0.221245339	}							
{	10021003	10201019	0.164148449	}							
{	10021003	10201021	0.366401147	}							
{	10021003	10241025	0.52124509	}							
{	10021003	10271026	0.24117909	}							
{	10021003	10271028	0.564034949	}							
{	10021003	10291028	0.575034772	}							
{	10021003	10291030	0.287679716	}							
{	10021003	10301029	0.737214452	}							
{	10021003	10301031	0.585955692	}							
{	10021003	10311030	0.50022277	}							
{	10021003	10311032	0.438554842	}							
{	10021003	10321031	0.289581574	}							
{	10021003	10321033	0.37222899	}							
{	10021003	10331034	0.324951734	}							
{	10021003	10351034	1.083033936	}							
{	10021003	10351036	0.560235755	}							
{	10021003	10361035	1.708907343	}							
{	10021003	10361037	0.604348599	}							
{	10021003	10371036	0.435499859	}							
{	10021003	10371038	0.492899791	}							
{	10021003	10381037	0.529660037	}							
{	10021003	10381039	0.282522963	}							
{	10021003	10391038	0.547279393	}							
{	10021003	10391040	0.190266419	}							
{	10021003	10401039	0.243086304	}							
{	10021003	10401041	0.638351793	}							
{	10021003	10411040	0.427802834	}							
{	10021003	10411042	0.16227057	}							
{	10021003	10431042	0.485906135	}							
{	10021003	10431044	0.334405864	}							
{	10021003	10451044	0.306390869	}							
{	10021003	10451046	0.327054735	}							
{	10021003	10461045	0.337179037	}							
{	10021003	10461047	0.301073931	}							
{	10021003	10471046	0.364338674	}							
{	10021003	10471048	0.48084016	}							
{	10021003	10481047	0.314803027	}							
{	10021003	10481049	0.211896394	}							
{	10021003	10491048	0.193850057	}							
{	10021003	10491050	0.232827643	}							
{	10021003	10501049	0.34295818	}							
{	10021003	10501051	0.414521355	}							
{	10021003	10511052	0.375420098	}							
{	10021003	10521051	0.469224224	}							
{	10021003	10521053	0.244911248	}							
{	10021003	10551022	0.532239634	}							
{	10021003	11061107	0.554457944	}							
{	10021003	11126004	0.278331258	}							
{	10021003	15021022	0.267326017	}							
{	10021003	15021503	0.264686101	}							
{	10021003	15091510	0.344024049	}							
{	10021003	15141513	0.910029016	}							
{	10021003	16091608	0.721767695	}							
{	10021003	16141615	0.290303236	}							
{	10021003	16151616	0.314971284	}							
{	10021003	16181619	0.253235132	}							
{	10021003	16261627	0.438885947	}							
{	10021003	17041705	0.438337514	}							
{	10021003	17051706	0.251693076	}							
{	10021003	17061707	0.663064844	}							
{	10021003	17071708	0.531147187	}							
{	10021003	17091710	0.397950238	}							
{	10021003	18171816	0.338149864	}							
{	10021003	19021901	0.291006374	}							
{	10021003	19041903	0.439986449	}							
{	10021003	20142013	0.388550558	}							
{	10021003	20162015	0.635056214	}							
{	10021003	20172016	0.203108041	}							
{	10021003	20182017	0.576705011	}							
{	10021003	20192020	0.518555827	}							
{	10021003	20212022	0.741587484	}							
{	10021003	20232024	0.336123528	}							
{	10021003	20242025	0.370088499	}							
{	10021003	20302031	0.581803311	}							
{	10021003	20312032	0.301764217	}							
{	10021003	20322033	0.11620267	}							
{	10021003	20332034	0.090357294	}							
{	10021003	23012302	0.369329285	}							
{	10021003	23112310	0.273102951	}							
{	10021003	23162315	0.301281437	}							
{	10021003	23282329	0.258006491	}							
{	10021003	23432344	0.525012392	}							
{	10021003	23442345	0.408681746	}							
{	10021003	23462347	0.23593566	}							
{	10021003	23492350	0.279466791	}							
{	10021003	24052404	0.236408452	}							
{	10021003	24062405	0.706433668	}							
{	10021003	24122411	0.798590456	}							
{	10021003	24262427	0.581193629	}							
{	10021003	26012602	0.433215237	}							
{	10021003	26132614	0.663731573	}							
{	10021003	26142615	0.376368263	}							
{	10021003	26152616	0.535048553	}							
{	10021003	30103009	0.448708511	}							
{	10021003	30172022	0.408779492	}							
{	10021003	30183019	0.251811527	}							
{	10021003	30193020	0.282611158	}							
{	10021003	30203021	0.216929705	}							
{	10021003	30213022	0.317649407	}							
{	10021003	30233024	0.468246285	}							
{	10021003	30243025	0.227870809	}							
{	10021003	30253024	0.488607962	}							
{	10021003	30263027	0.422140359	}							
{	10021003	30273028	0.724452225	}							
{	10021003	40044003	0.793937673	}							
{	10021003	40064005	0.436275524	}							
{	10021003	40124013	0.291581062	}							
{	10021003	42004201	0.945266738	}							
{	10021003	60041112	0.855494617	}							
{	10021003	60046003	0.554073984	}							
{	10021003	60056004	0.659679926	}							
{	10021003	60066005	0.256918814	}							
{	10021003	60116012	0.393594792	}							
{	10021003	90009001	0.264241781	}							
{	10021003	90019002	0.569412932	}							
{	10021003	90029003	0.420183685	}							
{	10021003	90039004	0.281101367	}							
{	10021003	90049003	0.797655187	}							
{	10021003	90049005	0.911546411	}							
{	10021003	90059006	0.240400584	}							
{	10021003	90069007	0.256134008	}							
{	10021003	90079006	0.348476114	}							
{	10021003	90079008	0.962923858	}							
{	10021003	90081015	0.294079349	}							
{	10021003	90089009	0.221800216	}							
{	10021003	90109011	0.609239884	}							
{	10021003	90141018	0.4998793	}							
{	10021003	90151025	0.217916359	}							
{	10021003	90169017	0.376333842	}							
{	10021003	90171112	0.336374599	}							
{	10021003	90179018	0.316675493	}							
{	10021003	90189019	0.182304498	}							
{	10021003	90199020	0.184144242	}							
{	10021003	90209021	0.346580812	}							
{	10021003	90219022	0.258345537	}							
{	10021003	90229023	0.284578413	}							
{	10021003	90239024	0.741590607	}							
{	10021003	90259026	0.390892554	}							
{	10021003	90279026	0.455304849	}							
{	10021003	90311022	0.535294313	}							
{	10021003	90329009	0.657637627	}							
{	10041003	10021001	0.67446247	}							
{	10041003	18231824	0.249972666	}							
{	10041003	18241825	0.653135517	}							
{	10041003	22142215	0.28746033	}							
{	10041003	22152216	0.544964566	}							
{	10041003	22202221	0.566110273	}							
{	10041003	22212222	0.187472894	}							
{	10041003	22242225	0.712137431	}							
{	10041003	22251823	0.356374296	}							
{	10041003	30183019	0.236927171	}							
{	10041003	90151025	0.408023932	}							
{	10041005	10011056	0.489123608	}							
{	10041005	10021001	0.427654302	}							
{	10041005	10041003	0.660524444	}							
{	10041005	10051004	0.377965894	}							
{	10041005	10051006	0.569396729	}							
{	10041005	10061005	0.335770546	}							
{	10041005	10061007	0.602642851	}							
{	10041005	10071006	0.381590414	}							
{	10041005	10071008	0.367946337	}							
{	10041005	10081007	0.610250693	}							
{	10041005	10081009	0.30750088	}							
{	10041005	10091008	0.17866925	}							
{	10041005	10091010	0.624516795	}							
{	10041005	10101009	0.567228371	}							
{	10041005	10101011	0.558400174	}							
{	10041005	10111010	0.685816524	}							
{	10041005	10111012	0.443807708	}							
{	10041005	10121011	0.498523157	}							
{	10041005	10121013	0.269031357	}							
{	10041005	10131012	0.381502315	}							
{	10041005	10131014	0.32870383	}							
{	10041005	10141013	0.186420319	}							
{	10041005	10141015	0.154929195	}							
{	10041005	10151014	0.322124343	}							
{	10041005	10151016	0.609117708	}							
{	10041005	10159008	0.495180867	}							
{	10041005	10171016	0.55096578	}							
{	10041005	10171018	0.554545943	}							
{	10041005	10201019	0.45916346	}							
{	10041005	10201021	0.420028841	}							
{	10041005	10221700	0.27086787	}							
{	10041005	10241025	0.318147583	}							
{	10041005	10271026	0.216406106	}							
{	10041005	10271028	0.228139674	}							
{	10041005	10291030	0.380568379	}							
{	10041005	10301029	0.639843301	}							
{	10041005	10301031	0.602570134	}							
{	10041005	10311030	0.537136767	}							
{	10041005	10311032	0.117834716	}							
{	10041005	10321031	0.499490897	}							
{	10041005	10321033	0.79277425	}							
{	10041005	10331032	0.279767273	}							
{	10041005	10331034	0.563529244	}							
{	10041005	10351034	0.200767485	}							
{	10041005	10351036	0.249836203	}							
{	10041005	10361037	0.379517359	}							
{	10041005	10371036	0.504768439	}							
{	10041005	10371038	0.322507487	}							
{	10041005	10381039	0.358738503	}							
{	10041005	10391038	0.821203254	}							
{	10041005	10391040	0.452877573	}							
{	10041005	10401039	0.336298235	}							
{	10041005	10401041	0.183280343	}							
{	10041005	10411040	0.384426388	}							
{	10041005	10411042	0.58485098	}							
{	10041005	10431042	0.840829094	}							
{	10041005	10431044	0.358324566	}							
{	10041005	10451044	1.73112061	}							
{	10041005	10451046	0.348563866	}							
{	10041005	10461045	0.348982572	}							
{	10041005	10461047	0.381409167	}							
{	10041005	10471046	0.501728815	}							
{	10041005	10471048	0.315031021	}							
{	10041005	10481047	0.258739642	}							
{	10041005	10481049	0.42115429	}							
{	10041005	10491048	0.361962455	}							
{	10041005	10501049	0.365588111	}							
{	10041005	10501051	0.309317647	}							
{	10041005	10511052	1.097552907	}							
{	10041005	10521053	0.543277945	}							
{	10041005	10551022	0.453687662	}							
{	10041005	11081109	0.376272101	}							
{	10041005	11091110	0.468661576	}							
{	10041005	11129017	0.321179263	}							
{	10041005	15019009	0.45534249	}							
{	10041005	15021022	0.863091163	}							
{	10041005	15021503	0.405278566	}							
{	10041005	15141513	0.339712358	}							
{	10041005	15171518	0.745614732	}							
{	10041005	16021603	0.516205058	}							
{	10041005	16041605	0.304377078	}							
{	10041005	16051606	0.453651296	}							
{	10041005	16151616	0.292883699	}							
{	10041005	16201621	0.400903252	}							
{	10041005	16241625	0.406716857	}							
{	10041005	16281629	0.627009338	}							
{	10041005	17021703	0.489168253	}							
{	10041005	17041705	0.216556423	}							
{	10041005	17051706	0.310429676	}							
{	10041005	17061707	0.53041907	}							
{	10041005	17071708	0.30241831	}							
{	10041005	17081709	0.499951375	}							
{	10041005	17091710	0.692137147	}							
{	10041005	18011802	0.430119951	}							
{	10041005	18241825	0.500648673	}							
{	10041005	20162015	0.568801717	}							
{	10041005	20172016	0.554249438	}							
{	10041005	20212022	0.169732487	}							
{	10041005	20232024	0.10652403	}							
{	10041005	20242025	0.286217512	}							
{	10041005	20252026	0.279619304	}							
{	10041005	20312032	0.305299802	}							
{	10041005	21122113	0.478562354	}							
{	10041005	22012240	0.149237965	}							
{	10041005	22022201	0.281921976	}							
{	10041005	22032202	0.444714222	}							
{	10041005	22042203	0.166403631	}							
{	10041005	22052204	0.54337822	}							
{	10041005	22062205	0.58774498	}							
{	10041005	23112310	0.255669229	}							
{	10041005	23142315	0.125111041	}							
{	10041005	23152314	0.69049753	}							
{	10041005	23152617	0.300629083	}							
{	10041005	23442345	0.585925992	}							
{	10041005	23452346	0.370667135	}							
{	10041005	23492350	0.405479966	}							
{	10041005	24052404	0.306842584	}							
{	10041005	24072406	0.207840585	}							
{	10041005	24132412	0.231677053	}							
{	10041005	24182419	0.450899925	}							
{	10041005	24262427	0.717364841	}							
{	10041005	26012602	0.248381574	}							
{	10041005	26142615	1.005827885	}							
{	10041005	26162315	0.30856468	}							
{	10041005	30172022	0.231825106	}							
{	10041005	30183019	0.65351947	}							
{	10041005	30193020	0.345862194	}							
{	10041005	30223023	0.264915179	}							
{	10041005	30233024	0.398512039	}							
{	10041005	30253024	0.559562832	}							
{	10041005	30263027	0.564055685	}							
{	10041005	30273028	0.372404497	}							
{	10041005	30343035	0.115857007	}							
{	10041005	40124013	0.285751763	}							
{	10041005	60126013	0.221944881	}							
{	10041005	60136014	0.580632119	}							
{	10041005	90081015	0.911643578	}							
{	10041005	90109011	0.156188131	}							
{	10041005	90149013	0.318415336	}							
{	10041005	90279028	0.154245866	}							
{	10041005	90329009	0.45537828	}							
{	10051004	10011056	0.670942173	}							
{	10051004	10021001	0.446121175	}							
{	10051004	10041003	0.646369782	}							
{	10051004	10091010	1.240053776	}							
{	10051004	10141015	0.117679046	}							
{	10051004	18231824	0.339006789	}							
{	10051004	18241825	0.362131366	}							
{	10051004	18251823	0.609211686	}							
{	10051004	21022103	0.451271672	}							
{	10051004	22112212	0.365925128	}							
{	10051004	22122213	0.732890738	}							
{	10051004	22132214	0.257721414	}							
{	10051004	22142215	0.146684485	}							
{	10051004	22152216	0.258248416	}							
{	10051004	22162217	0.708222954	}							
{	10051004	22172218	0.221494223	}							
{	10051004	22192220	0.400803563	}							
{	10051004	22202221	0.193497781	}							
{	10051004	22212222	0.531616266	}							
{	10051004	22242225	0.588474578	}							
{	10051004	22251823	0.259339775	}							
{	10051004	22332236	0.152883229	}							
{	10051004	23012302	0.73681611	}							
{	10051004	23022303	0.77364583	}							
{	10051004	23042305	0.295710307	}							
{	10051004	23052306	0.321262825	}							
{	10051004	23112312	0.592487531	}							
{	10051004	23122313	0.215282188	}							
{	10051004	23142315	0.19188288	}							
{	10051004	23152316	0.23338668	}							
{	10051004	24152416	0.55193873	}							
{	10051004	30183019	0.429734141	}							
{	10051004	90059006	0.469104018	}							
{	10051004	90089009	0.379874362	}							
{	10051004	90109011	0.493410203	}							
{	10051004	90141018	0.81032383	}							
{	10051006	10011002	0.293911755	}							
{	10051006	10021001	0.680377027	}							
{	10051006	10041003	0.527674886	}							
{	10051006	10061005	0.907494023	}							
{	10051006	10061007	0.193326751	}							
{	10051006	10071006	0.408781261	}							
{	10051006	10071008	0.469786361	}							
{	10051006	10081007	0.281854541	}							
{	10051006	10081009	0.354699137	}							
{	10051006	10091008	0.504241001	}							
{	10051006	10091010	0.438784243	}							
{	10051006	10101011	0.923678388	}							
{	10051006	10111010	0.28546268	}							
{	10051006	10111012	0.240666901	}							
{	10051006	10121011	0.830660423	}							
{	10051006	10121013	0.901084489	}							
{	10051006	10131012	0.185614676	}							
{	10051006	10131014	0.597938661	}							
{	10051006	10141013	0.342838342	}							
{	10051006	10141015	0.383378743	}							
{	10051006	10151014	0.645894136	}							
{	10051006	10151016	0.282691616	}							
{	10051006	10171016	0.660455347	}							
{	10051006	10171018	0.69934214	}							
{	10051006	10201019	0.33611068	}							
{	10051006	10201021	0.516949649	}							
{	10051006	10241025	0.551467227	}							
{	10051006	10271026	0.229425229	}							
{	10051006	10271028	0.601638319	}							
{	10051006	10291030	0.665844124	}							
{	10051006	10301031	0.288637151	}							
{	10051006	10311030	0.178601189	}							
{	10051006	10311032	0.179555547	}							
{	10051006	10321031	0.173351616	}							
{	10051006	10321033	0.718782351	}							
{	10051006	10331032	0.331394771	}							
{	10051006	10331034	0.183046761	}							
{	10051006	10351036	0.368100094	}							
{	10051006	10361035	0.324383354	}							
{	10051006	10361037	0.538151725	}							
{	10051006	10371036	0.568639994	}							
{	10051006	10371038	0.417378926	}							
{	10051006	10381037	0.485433995	}							
{	10051006	10381039	0.195673582	}							
{	10051006	10391038	0.274507632	}							
{	10051006	10391040	0.524161106	}							
{	10051006	10401039	0.309550465	}							
{	10051006	10401041	0.256239529	}							
{	10051006	10411040	0.348250195	}							
{	10051006	10411042	0.187400779	}							
{	10051006	10431042	0.247359016	}							
{	10051006	10431044	0.181527213	}							
{	10051006	10451044	0.296617168	}							
{	10051006	10451046	0.245855907	}							
{	10051006	10461045	0.263275779	}							
{	10051006	10461047	0.732280152	}							
{	10051006	10471048	0.284193822	}							
{	10051006	10481047	0.242724185	}							
{	10051006	10481049	0.439998864	}							
{	10051006	10501049	0.439145074	}							
{	10051006	10501051	0.67652901	}							
{	10051006	10511052	0.438808167	}							
{	10051006	10521053	0.555869688	}							
{	10051006	10551022	0.580090205	}							
{	10051006	11061107	0.233562605	}							
{	10051006	11081109	0.367062759	}							
{	10051006	12053011	0.450787488	}							
{	10051006	15021503	0.151682241	}							
{	10051006	15071508	0.565034475	}							
{	10051006	15081509	0.172255069	}							
{	10051006	15091510	0.387889044	}							
{	10051006	15111512	0.296548336	}							
{	10051006	15171518	0.157534333	}							
{	10051006	16151616	1.410253492	}							
{	10051006	16181619	0.164256321	}							
{	10051006	16201621	0.819817826	}							
{	10051006	16271628	0.318943342	}							
{	10051006	16281629	0.313569079	}							
{	10051006	17001022	0.361487812	}							
{	10051006	17041705	0.417225083	}							
{	10051006	17051706	0.507987183	}							
{	10051006	17061707	0.16567481	}							
{	10051006	17071708	0.655041499	}							
{	10051006	17081709	0.875911637	}							
{	10051006	17091710	0.521474874	}							
{	10051006	17111712	0.580650825	}							
{	10051006	17121627	0.380702494	}							
{	10051006	18091808	0.149305862	}							
{	10051006	18241825	0.669553032	}							
{	10051006	19002033	0.311603127	}							
{	10051006	19061905	0.380824604	}							
{	10051006	20052004	0.681497502	}							
{	10051006	20142013	0.228647249	}							
{	10051006	20162015	0.38764792	}							
{	10051006	20182017	0.243301011	}							
{	10051006	20182019	0.792360847	}							
{	10051006	20192020	0.27761811	}							
{	10051006	20212022	0.397256399	}							
{	10051006	20232024	0.570689603	}							
{	10051006	20242025	0.323822218	}							
{	10051006	20252026	0.425337777	}							
{	10051006	21122113	0.448533322	}							
{	10051006	21182119	0.507379949	}							
{	10051006	21212122	0.34888077	}							
{	10051006	22022201	0.614047228	}							
{	10051006	22032202	0.704037006	}							
{	10051006	22042203	0.330011466	}							
{	10051006	22052204	0.243363955	}							
{	10051006	22062205	0.512744387	}							
{	10051006	23012302	0.406877277	}							
{	10051006	23242325	0.536486837	}							
{	10051006	24052404	0.296180164	}							
{	10051006	24132412	0.386873882	}							
{	10051006	24152416	0.641638782	}							
{	10051006	24162417	0.280574267	}							
{	10051006	24182419	0.511707285	}							
{	10051006	24212422	0.448969429	}							
{	10051006	24232424	0.64509177	}							
{	10051006	24242425	0.351855207	}							
{	10051006	24262427	0.89075794	}							
{	10051006	26122613	0.573273525	}							
{	10051006	26132614	0.261145276	}							
{	10051006	26142615	0.2396714	}							
{	10051006	26152616	0.979119475	}							
{	10051006	26162315	0.625073375	}							
{	10051006	30023001	0.27349445	}							
{	10051006	30121206	0.406727343	}							
{	10051006	30172022	0.414427001	}							
{	10051006	30183019	0.249604674	}							
{	10051006	30193020	0.385979155	}							
{	10051006	30203021	0.410310009	}							
{	10051006	30223023	0.161010809	}							
{	10051006	30233024	0.623377718	}							
{	10051006	30253024	0.281736566	}							
{	10051006	30263027	0.644931778	}							
{	10051006	30273028	0.25232933	}							
{	10051006	40024001	1.348656869	}							
{	10051006	40134012	0.375805055	}							
{	10051006	42004201	0.841532682	}							
{	10051006	60041112	0.425050848	}							
{	10051006	60106011	0.220257671	}							
{	10051006	60116012	0.180292491	}							
{	10051006	60136014	0.326913623	}							
{	10051006	90089009	0.519398123	}							
{	10051006	90109011	0.761108047	}							
{	10051006	90179018	0.620884431	}							
{	10051006	90189019	0.405466478	}							
{	10051006	90209021	0.719713356	}							
{	10051006	90229023	0.674802656	}							
{	10051006	90239024	0.319344352	}							
{	10051006	90329009	0.447812347	}							
{	10061005	10011002	0.413160317	}							
{	10061005	10011056	0.214389265	}							
{	10061005	10021001	0.425086929	}							
{	10061005	10041003	0.57120478	}							
{	10061005	10041005	0.647130565	}							
{	10061005	10051004	0.505640946	}							
{	10061005	10071006	0.243337239	}							
{	10061005	10081007	0.511014023	}							
{	10061005	10101009	0.325750555	}							
{	10061005	10201021	0.78949022	}							
{	10061005	18231824	0.675530303	}							
{	10061005	18241825	0.25465406	}							
{	10061005	18251826	0.759895418	}							
{	10061005	20232024	0.567791126	}							
{	10061005	20252026	0.268855073	}							
{	10061005	20262027	0.284080296	}							
{	10061005	21022103	0.447030766	}							
{	10061005	22112212	0.726793621	}							
{	10061005	22122213	0.7009435	}							
{	10061005	22132214	1.137535247	}							
{	10061005	22142215	0.442180648	}							
{	10061005	22162217	0.424594862	}							
{	10061005	22172218	0.704493306	}							
{	10061005	22192220	0.378539388	}							
{	10061005	22202221	0.570728896	}							
{	10061005	22212222	0.24951381	}							
{	10061005	22242225	0.358442565	}							
{	10061005	22251823	0.388901036	}							
{	10061005	22302231	0.259638917	}							
{	10061005	22322233	0.180189206	}							
{	10061005	23012302	0.61115309	}							
{	10061005	23022303	0.548933446	}							
{	10061005	23032304	0.358203486	}							
{	10061005	23042305	0.563184799	}							
{	10061005	23052306	0.402818707	}							
{	10061005	23062307	0.342990107	}							
{	10061005	23132314	0.275452742	}							
{	10061005	23142315	0.647327914	}							
{	10061005	23172318	0.583487718	}							
{	10061005	24222423	0.461079229	}							
{	10061005	60156016	0.293254552	}							
{	10061005	90019002	0.578813511	}							
{	10061005	90049005	0.383402662	}							
{	10061005	90059006	0.248048358	}							
{	10061005	90069007	0.127716435	}							
{	10061005	90089009	0.368794311	}							
{	10061005	90109011	0.228581204	}							
{	10061005	90141018	0.523431976	}							
{	10061007	10011056	0.159412521	}							
{	10061007	10021001	0.311547621	}							
{	10061007	10071006	0.606781828	}							
{	10061007	10071008	0.419906958	}							
{	10061007	10081007	0.316068911	}							
{	10061007	10081009	0.21512462	}							
{	10061007	10091008	0.390376694	}							
{	10061007	10091010	0.20764999	}							
{	10061007	10101011	0.352283322	}							
{	10061007	10111012	0.093060781	}							
{	10061007	10121011	0.235585976	}							
{	10061007	10121013	0.288072949	}							
{	10061007	10131012	0.303788172	}							
{	10061007	10131014	0.138909033	}							
{	10061007	10141013	0.451919384	}							
{	10061007	10141015	0.457127822	}							
{	10061007	10151014	0.424867971	}							
{	10061007	10151016	0.639666525	}							
{	10061007	10171016	0.502451766	}							
{	10061007	10171018	0.606448581	}							
{	10061007	10201019	0.429582695	}							
{	10061007	10201021	0.602888007	}							
{	10061007	10221502	0.405897253	}							
{	10061007	10241025	0.598329389	}							
{	10061007	10271026	0.101590858	}							
{	10061007	10271028	0.595554195	}							
{	10061007	10291030	0.356174416	}							
{	10061007	10301031	0.375533082	}							
{	10061007	10311030	0.435995869	}							
{	10061007	10311032	0.438516818	}							
{	10061007	10321031	0.184728795	}							
{	10061007	10321033	0.16189882	}							
{	10061007	10331034	1.17741289	}							
{	10061007	10351034	0.560190241	}							
{	10061007	10351036	0.173330033	}							
{	10061007	10361035	0.384517401	}							
{	10061007	10361037	0.315858966	}							
{	10061007	10371036	0.419007709	}							
{	10061007	10371038	0.820507384	}							
{	10061007	10381039	0.217665855	}							
